	record_number	catalogue_title	eng_host_item	courier_id	year	publication_date	pages	notes
1441	73521	Cosmic bullets reveal secrets of our planet and universe	The UNESCO Courier IV, 4 p. 9, illus. 73516 eng	 73516 eng	1951	1951|Apr. 1951	[9]	Published in 3 editions
1442	122641	Cosmological evolution	The UNESCO courier 54, 5 p. 34 122623 eng	 122623 eng	2001	2001|May 2001	[34]	
1443	69629	The Cost of peace	The UNESCO Courier: a window open on the world XXXIX, 8 p. 8-9, illus. 69680 eng	 69680 eng	1986	1986	[8, 9]	Extracts from a UNESCO-sponsored International Symposium on Philosophical Reflection on the Foundations of Peace in the Present World Situation, Paris, 3-6 Dec. 1985
1444	56735	The Cost of world armaments	The UNESCO Courier: a window open on the world XXIII, 1 p. 13-15, illus. 56740 eng	 56740 eng	1970	1970	[13, 14, 15]	
1445	41132	Costa Rica: the country that abolished its army	The UNESCO Courier: a window open on the world XXXIII, 9 p. 17, illus. 74642 eng	 74642 eng	1980	1980	[17]	
1446	61368	Countdown for space flight	The UNESCO Courier: a window open on the world XVII, 1 p. 24-27, illus. 62393 eng	 62393 eng	1964	1964	[24, 25, 26, 27]	
1447	265243	Countering the monopolization of research	The UNESCO courier 3 p. 18-19, illus. 265211 eng	 265211 eng	2018	2018|July-Sept. 2018	[18, 19]	
1448	185741	The Country of the king with the protruding tongue	The UNESCO courier 8 p. 8-9, 15, illus. 184034 eng	 184034 eng	2008	2008|2008	[8, 9]	Electronic version only
1449	43639	The Courage to take risks	The UNESCO Courier: a window open on the world XXXIV, 1 p. 10-11, illus. 74734 eng	 74734 eng	1981	1981	[10, 11]	
1450	151753	The Courier looks back	The UNESCO courier 2 p. 15, illus. 151580 eng	 151580 eng	2007	2007|2007	[15]	Electronic version only
1451	152080	The Courier looks back	The UNESCO courier 4 p. 11, illus. 152042 eng	 152042 eng	2007	2007|2007	[11]	Electronic version only
1452	193852	The Courier looks back	The UNESCO courier June 2006 p. 15, illus. 191578 eng	 191578 eng	2006	2006|June 2006	[15]	Electronic version only
1453	210787	The Courier looks back	The UNESCO courier May 2006 p. 13, illus. 191577 eng	 191577 eng	2006	2006|May 2006	[13]	Electronic version only
1454	210788	The Courier looks back	The UNESCO courier Mar. 2006 p. 15, illus. 191576 eng	 191576 eng	2006	2006|Mar. 2006	[15]	Electronic version only
1455	210796	The Courier looks back	The UNESCO courier Dec. 2006 p. 15, illus. 191575 eng	 191575 eng	2006	2006|Dec. 2006	[15]	Electronic version only
1459	69942	The Court steps in	The UNESCO Courier: a window open on the world VII, 6 p. 14-16, illus. 69962 eng	 69962 eng	1954	1954	[14, 15, 16]	Published in 3 editions|From 'Racial equality and the law', Paris: UNESCO, 1954
1460	116258	Cracking the code of art's allure	The UNESCO courier 52,6 p. 40-42, illus. 116241 eng	 116241 eng	1999	1999|June 1999	[40, 41, 42]	
1461	31939	Cracks in a continent; probing mysteries of the earth's crust in the rift valleys of Africa	The UNESCO Courier: a window open on the world XIX, 6 p. 11-15, illus. 32667 eng	 32667 eng	1966	1966	[11, 12, 13, 14, 15]	
1462	44664	The Cradle of mankind	The UNESCO Courier: a window open on the world XXXII, 8/9 p. 39, 42-43, illus. 74777 eng	 74777 eng	1979	1979	[39]	
1463	70712	The Cradle of Polynesian culture	The UNESCO Courier: a window open on the world XXXIX, 10 p. 15-17, illus. 70725 eng	 70725 eng	1986	1986	[15, 16, 17]	
1464	43980	Cradled in hunger: half the world's children under six are victims of malnutrition	The UNESCO Courier: a window open on the world XXXII, 1 p. 9-12, illus. 74768 eng	 74768 eng	1979	1979	[9, 10, 11, 12]	
1465	58080	The Crafts	The UNESCO Courier: a window open on the world XXII, 5 p. 15-17, 32-36, illus. 58067 eng	 58067 eng	1969	1969	[15, 16, 17]	
1466	117432	A crash course for teachers	The UNESCO courier 52, 10 p. 32, illus. 117419 eng	 117419 eng	1999	1999|Oct. 1999	[32]	
1467	47853	Creative contradictions; the Caribbean genius has given birth to a new civilization	The UNESCO Courier: a window open on the world XXXIV, 12 p. 32-35, illus. 74754 eng	 74754 eng	1981	1981	[32, 33, 34, 35]	
1468	96807	Creative ferment	The UNESCO courier: a window open on the world XLVII, 6 p. 19-22, illus. 96815 eng	 96815 eng	1994	1994	[19, 20, 21, 22]	
1469	84181	Creatures from inner space	The UNESCO Courier: a window open on the world XLII, 10 p. 12-13, illus. 84191 eng	 84191 eng	1989	1989|Oct. 1989	[12, 13]	
1470	55485	Creole, language of the Caribbean	The UNESCO Courier: a window open on the world XXXVI, 7 p. 14-16, illus. 74694 eng	 74694 eng	1983	1983	[14, 15, 16]	
1471	138457	Creole miracle	The New courier Dec. 2004 p. 42-44, illus. 138446 eng	 138446 eng	2004	2004|Dec. 2004	[42, 43, 44]	
1472	261910	Creolizing the idea of humanity	The UNESCO courier 2 p. 42-46, illus. 261900 eng	 261900 eng	2018	2018|Apr. - June 2018	[42, 43, 44, 45, 46]	
1473	191557	Crime without punishment	The UNESCO courier Special issue, Mar. 2011 p. 7-6, illus. 191443 eng	 191443 eng	2011	2011|Mar. 2011	[]	
1474	192305	Crime without punishment	The UNESCO courier 64, 2 p. 17-19, illus. 192261 eng	 192261 eng	2011	2011|Apr.-June 2011	[17, 18, 19]	
1475	120415	Crimes against culture	The UNESCO courier 53, 9 p. 41-42, illus. 120395 eng	 120395 eng	2000	2000|Sept. 2000	[41, 42]	
1476	370324	Crimes climatiques	The UNESCO courier 3 pages 10-12, illustrations 370032 eng	 370032 eng	2019	2019|July-September 2019	[10, 11, 12]	
1477	373918	Une crise de l’éducation sans précédent	Le Courrier de l'UNESCO 2 pages 55-57, illustration 373788 fre		2020	2020|Juillet-septembre 2020	[55, 56, 57]	
1478	373873	La crise sanitaire, terreau fertile de la désinformation	Le Courrier de l'UNESCO 2 pages 24-26, illustration 373788 fre		2020	2020|Juillet-septembre 2020	[24, 25, 26]	
1479	94267	Crisis in the South	The UNESCO Courier: a window open on the world XLVI, 5 p. 35-36, illus. 94277 eng	 94277 eng	1993	1993	[35, 36]	
1480	67622	The Cross and the sword, by Manuel de Jesús Galván	The UNESCO Courier: a window open on the world X, 6 p. 30-31, illus. 67562 eng	 67562 eng	1957	1957	[30, 31]	Published in 4 editions
1481	46560	Cross-cultural communication: possibility or pipe-dream?	The UNESCO Courier: a window open on the world XXX, 4 p. 12-16, illus. 74810 eng	 74810 eng	1977	1977	[12, 13, 14, 15, 16]	
1482	114157	Crossed wires in global telecoms	The UNESCO courier 51, 11 p. 43-45, illus. 114138 eng	 114138 eng	1998	1998|Nov. 1998	[43, 44, 45]	
1483	255362	Crowdfunding to save the media	The UNESCO courier 2 p. 20-21, illus. 252318 eng	 252318 eng	2017	2017|July - Sept. 2017	[20, 21]	
1484	117045	A Crucial encounter	The UNESCO courier 52, 9 p. 9, port. 117043 eng	 117043 eng	1999	1999|Sept. 1999	[9]	
1485	47587	Crucible of change	The UNESCO Courier: a window open on the world XXXIV, 12 p. 16-20, illus. 74754 eng	 74754 eng	1981	1981	[16, 17, 18, 19, 20]	
1486	49708	The Crusade of Japan's women against the ravages of pollution	The UNESCO Courier: a window open on the world XXVIII, 8/9 p. 16-18, illus. 74845 eng	 74845 eng	1975	1975|Aug. - Sept. 1975	[16, 17, 18]	"Article adapted from a special study published in ""Japan Quarterly"" magazine, Jan.-Mar. 1975"
1487	259910	A Crystal Palace houses a shipwreck	The UNESCO courier 3 p. 55-58, illus. 259765 eng	 259765 eng	2017	2017|Oct. - Dec. 2017	[55, 56, 57, 58]	
1488	60733	Cuba: a people in its pictures	The UNESCO Courier: a window open on the world XXXVII, 8 p. 25, illus. 60718 eng	 60718 eng	1984	1984	[25]	
1489	120157	Cuba defends the turtleshell trade	The UNESCO courier 53, 7 p. 16, illus. 120152 eng	 120152 eng	2000	2000|July - Aug. 2000	[16]	
1490	111403	Cuba's biosphere reserves	The UNESCO courier: a window open on the world 51, 4 p. 42-44, illus. 111392 eng	 111392 eng	1998	1998|Apr. 1998	[42, 43, 44]	
1491	109879	Cuba's gold	The UNESCO courier: a window open on the world 50, 12 p. 28-30, illus. 109841 eng	 109841 eng	1997	1997|Dec. 1997	[28, 29, 30]	
1492	115607	A Cuban mix of muscle and ideology	The UNESCO courier 52, 4 p. 32, illus. 115591 eng	 115591 eng	1999	1999|Apr. 1999	[32]	
1493	86455	A Cuban mythology	The UNESCO Courier: a window open on the world XLIII, 8 p. 37-38, illus. 86461 eng	 86461 eng	1990	1990	[37, 38]	
1494	120416	Cuddling up to cyborg babies	The UNESCO courier 53, 9 p. 43-45, illus. 120395 eng	 120395 eng	2000	2000|Sept. 2000	[43, 44, 45]	
1495	210781	Cultivating Colombian traditions	The UNESCO courier May 2006 p. 4-5, illus. 191577 eng	 191577 eng	2006	2006|May 2006	[4, 5]	Electronic version only
1496	73907	Cultural activity: philosophy and humanistic studies	The UNESCO Courier: supplement I, 11/12 p. 5 73886 eng	 73886 eng	1949	1949	[5]	
1497	86683	A Cultural battle	The UNESCO Courier: a window open on the world XLIII, 9 p. 44-45, illus. 86687 eng	 86687 eng	1990	1990	[44, 45]	
1498	119475	Cultural cloning or hybrid cultures?	The UNESCO courier 53, 4 p. 9, port. 119473 eng	 119473 eng	2000	2000|Apr. 2000	[9]	
1499	56716	The Cultural counter-attack	The UNESCO Courier: a window open on the world XXXVI, 11 p. 28-30, illus. 74705 eng	 74705 eng	1983	1983	[28, 29, 30]	
1500	100287	Cultural counterpoint	The UNESCO courier: a window open on the world XLVIII, 6 p. 47-48, illus. 100263 eng	 100263 eng	1995	1995	[47, 48]	
1501	67900	A Cultural crossroads	The UNESCO Courier: a window open on the world XXXVIII, 12 p. 40-41, illus. 67988 eng	 67988 eng	1985	1985	[40, 41]	
1502	74637	Cultural development on a regional basis	The UNESCO Courier IV, 11 p. 2-3, illus. 74639 eng	 74639 eng	1951	1951	[2, 3]	Published in 3 editions
1503	189838	Cultural diversity and education: what has changed since 60 years ago?	The UNESCO courier 10 p. 36-37, illus. 189457 eng	 189457 eng	2008	2008|Oct. 2008	[36, 37]	Electronic version only
1504	142058	Cultural diversity can neither be decreed nor improvised	The New courier p. 49-50, illus. 142021 eng	 142021 eng	2005	2005|Nov. 2005	[49, 50]	
1506	81580	"The Cultural heritage of Korea, ""land of the morning calm"""	The UNESCO Courier III, 9 p. 12, illus. 81564 eng	 81564 eng	1950	1950|Oct. 1950	[12]	Published in 3 editions
1507	73909	Cultural interchange between countries	The UNESCO Courier: supplement I, 11/12 p. 6 73886 eng	 73886 eng	1949	1949	[6]	
1508	109417	Cultural landscapes	The UNESCO courier: a window open on the world 50, 9 p. 18-20, illus. 109370 eng	 109370 eng	1997	1997|Sept. 1997	[18, 19, 20]	
1509	63908	Cultural persecution: the first step towards genocide	The UNESCO Courier: a window open on the world XXXVIII, 5 p. 6-7, illus. 64501 eng	 64501 eng	1985	1985	[6, 7]	
1510	50006	Cultural pluralism in a changing world	The UNESCO Courier: a window open on the world XXXV, 7 p. 9-11, 14-16, illus. 74720 eng	 74720 eng	1982	1982	[9, 10, 11]	
1512	188335	Cultural policy, a modern dilemma	The UNESCO Courier: a window open on the world XXIV, 1 p. 4-17, illus. 52770 eng	 52770 eng	1971	1971	[4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]	
1513	57937	The Cultural roots of literacy	The UNESCO Courier: a window open on the world XXXVII, 2 p. 6-8, illus. 74676 eng	 74676 eng	1984	1984	[6, 7, 8]	
1514	23752	Cultural tourism, the unexploited treasure of economic development	The UNESCO Courier: a window open on the world XIX, 12 p. 10-12, 16-18, illus. 22703 eng	 22703 eng	1966	1966	[10, 11, 12]	
1516	113634	Culturally correct	The UNESCO courier 51, 10 p. 40-42, illus. 113615 eng	 113615 eng	1998	1998|Oct. 1998	[40, 41, 42]	
1517	189537	Culture: cradle of the Haitian renaissance	The UNESCO courier Sept. 2010 p. 13-14, illus. 189496 eng	 189496 eng	2010	2010|Sept. 2010	[13, 14]	
1518	259900	Culture: giving cities a human face	The UNESCO courier 3 p. 17, illus. 259765 eng	 259765 eng	2017	2017|Oct. - Dec. 2017	[17]	
1520	115129	Culture: the wild card	The UNESCO courier 52, 3 p. 32-33, illus. 115117 eng	 115117 eng	1999	1999|Mar. 1999	[32, 33]	
1522	50005	Culture and development; the human dimension	The UNESCO Courier: a window open on the world XXXV, 7 p. 4-8, illus. 74720 eng	 74720 eng	1982	1982	[4, 5, 6, 7, 8]	
1523	189543	Culture and development: two sides of the coin	The UNESCO courier Sept. 2010 p. 29-30, illus. 189496 eng	 189496 eng	2010	2010|Sept. 2010	[29, 30]	
1524	63443	Culture and freedom	The UNESCO Courier: a window open on the world XVI, 12 p. 26-32, illus. 63446 eng	 63446 eng	1963	1963	[26, 27, 28, 29, 30, 31, 32]	Abridged article from 'Freedom and culture'
1525	110440	Culture and health	The UNESCO courier: a window open on the world 51, 2 p. 6-11, illus. 110439 eng	 110439 eng	1998	1998|Feb. 1998	[6, 7, 8, 9, 10, 11]	
1526	93362	Culture and new-found freedoms: commentary	The UNESCO Courier: a window open on the world XLVI, 1 p. 45, port. 93364 eng	 93364 eng	1993	1993	[45]	
1527	52554	Culture and the future	The UNESCO Courier: a window open on the world XXXVI, 1 p. 25-28, illus. 74686 eng	 74686 eng	1983	1983	[25, 26, 27, 28]	
1528	248116	Culture at the heart of the SDGs	The UNESCO courier 1 p. 12-14, illus. 248106 eng	 248106 eng	2017	2017|Apr. - June 2017	[12, 13, 14]	
1529	104409	Culture first	The UNESCO courier: a window open on the world 49, 10 p. 47, illus. 104412 eng	 104412 eng	1996	1996|Oct. 1996	[47]	
1530	95075	Culture first and last: commentary	The UNESCO Courier: a window open on the world XLVI, 10 p. 40-41 95106 eng	 95106 eng	1993	1993	[40, 41]	
1531	53928	Culture in a cold climate; the reindeer herdsmen of Lapland	The UNESCO Courier: a window open on the world XXXVI, 2 p. 30-33, illus. 74687 eng	 74687 eng	1983	1983	[30, 31, 32, 33]	
1532	104460	Culture in the city	The UNESCO courier: a window open on the world 49, 9 p. 32-35, illus. 104497 eng	 104497 eng	1996	1996|Sept. 1996	[32, 33, 34, 35]	
1533	59682	A Culture in the making	The UNESCO Courier: a window open on the world XX, 4 p. 4-9, 30, illus. 59683 eng	 59683 eng	1967	1967	[4, 5, 6, 7, 8, 9]	
1535	74658	Culture must be one of the foundations for world understanding	The UNESCO Courier IV, 12 p. 5, illus. 74673 eng	 74673 eng	1951	1951	[5]	Published in 3 editions
1536	103107	Culture must be one of the foundations for world understanding	The UNESCO courier: a window open on the world 49, 6 p. 50 103084 eng	 103084 eng	1996	1996|June 1996	[50]	Pub. originally in the UNESCO courier of Dec. 1951
1537	124775	Culture must be one of the foundations for world understanding	The UNESCO courier 54, 12 p. 32 124785 eng	 124785 eng	2001	2001|Dec. 2001	[32]	Pub. originally in the UNESCO courier of Dec. 1951
1538	73540	The Culture of India	The UNESCO Courier IV, 5 p. 6-7, illus. 73537 eng	 73537 eng	1951	1951|May 1951	[6, 7]	Published in 3 editions|Special issue: India, Pakistan and Ceylon
1539	52923	The Culture of machine living	The UNESCO Courier: a window open on the world XXIV, 5 p. 23-27, illus. 78268 eng	 78268 eng	1971	1971	[23, 24, 25, 26, 27]	"Published in 13 editions.|Article taken from ""America as a civilization"" by the same author, New York, Simon and Schuster, 1967; 2 vols."
1540	99755	The Culture of silence	The UNESCO courier: a window open on the world XLVIII, 3 p. 13 99738 eng	 99738 eng	1995	1995|Mar. 1995	[13]	
1541	58049	Culture shock and criminality	The UNESCO Courier: a window open on the world XXXVII, 1 p. 30-33, illus. 74675 eng	 74675 eng	1984	1984	[30, 31, 32, 33]	
1542	55493	The Culture shock of language learning	The UNESCO Courier: a window open on the world XXXVI, 7 p. 28-29, illus. 74694 eng	 74694 eng	1983	1983	[28, 29]	
1543	189582	Cultures travel with humanity	The UNESCO courier 8 p. 5-6, illus. 189559 eng	 189559 eng	2007	2007|2007	[5, 6]	Electronic version only
1544	259899	Curbing the spoils of war	The UNESCO courier 3 p. 12-16, illus. 259765 eng	 259765 eng	2017	2017|Oct. - Dec. 2017	[12, 13, 14, 15, 16]	
1545	65228	Current misconceptions about the Australian Aborigines	The UNESCO Courier: a window open on the world XII, 4 p. 28-32, illus. 65221 eng	 65221 eng	1959	1959	[28, 29, 30, 31, 32]	Published in 4 editions
1546	114987	Custom-built solutions for international disputes	The UNESCO courier 52, 2 p. 33-36, illus. 114969 eng	 114969 eng	1999	1999|Feb. 1999	[33, 34, 35, 36]	
1547	69474	Custom versus the law	The UNESCO Courier: a window open on the world VIII, 11 p. 28-29, illus. 69853 eng	 69853 eng	1955	1955	[28, 29]	Published in 3 editions
1548	102544	Cutting the Gordian knot	The UNESCO courier: a window open on the world 49, 2 p. 20-22, illus. 102554 eng	 102554 eng	1996	1996|Feb. 1996	[20, 21, 22]	
1549	81679	A Cybernetic machine	The UNESCO Courier: a window open on the world XLI, 10 p. 14-15, illus. 81712 eng	 81712 eng	1988	1988	[14, 15]	Abridged article from 'China, land of discovery and invention' by Robert K.G. Temple, American science writer, based on 'Science and civilisation in China', Cambridge University Press, 1954- , the results of Joseph Needham's investigations and those of his colleagues at the Needham Research Institute, to be complete in 25 vols.
1550	113377	Cybersnoopers on the prowl	The UNESCO courier: a window open on the world 51, 9 p. 44-46, illus. 113355 eng	 113355 eng	1998	1998|Sept. 1998	[44, 45, 46]	
1551	108608	Cyberspace: a planetary network of people and ideas	The UNESCO courier: a window open on the world 50, 6 p. 25-29, illus. 108625 eng	 108625 eng	1997	1997|June 1997	[25, 26, 27, 28, 29]	
1552	58744	Cymatics: the sculpture of vibrations	The UNESCO Courier: a window open on the world XXII, 12 p. 4-31, illus. 78290 eng	 78290 eng	1969	1969	[4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31]	
1553	51038	Cymbals and trumpets from the 'roof of the world'	The UNESCO Courier: a window open on the world XXVI, 6 p. 28-30, illus. 74886 eng	 74886 eng	1973	1973	[28, 29, 30]	"Article based on an exhaustive study entitled ""Rolmo: the Buddhist musical tradition of Thibet"", to be published by the International Institute for Comparative Music Studies, Berlin and Venice."
1554	61388	Cyprus: Byzantine frescoes and mosaics: a new UNESCO art album	The UNESCO Courier: a window open on the world XVII, 2 p. 30-32, illus. 61386 eng	 61386 eng	1964	1964	[30, 31, 32]	
1555	74047	Czech five-year plan for culture	The UNESCO Courier II, 7 p. 9 74029 eng	 74029 eng	1949	1949	[9]	
1556	73991	D. Schneider, C. a Prato named to key UNESCO posts	The UNESCO Courier II, 4 p. 10 73970 eng	 73970 eng	1949	1949	[10]	
1557	68290	Daddy, what's the good of history?'	The UNESCO Courier: a window open on the world IX, 3 p. 14-15, illus. 78150 eng	 78150 eng	1956	1956	[14, 15]	Published in 3 editions|Article taken from 'Suggestions on the teaching of history', published by UNESCO
1558	52075	A Daily dozen a day to keep cardiologists away	The UNESCO Courier: a window open on the world XXV, 4 p. 26-28, illus. 78382 eng	 78382 eng	1972	1972	[26, 27, 28]	
